,datetime,ia,weather.stn_id,weather.max_ta,weather.max_ws,weather.min_ta,weather.avg_ta,weather.avg_rhm,weather.avg_wa,weather.sum_rn,rn_label,weekday
0,2016-01-01,5.40897,444.85185185185185,5.025925925925926,2.6740740740740736,-4.098148148148148,1.0740740740740742,77.07692307692308,0.9111111111111114,0.0,0,4
1,2016-01-02,6.33245,444.85185185185185,10.151851851851857,3.283333333333333,1.6499999999999995,5.642592592592592,78.35897435897436,1.2314814814814812,0.0,0,5
2,2016-01-03,8.97097,444.85185185185185,9.448148148148148,2.557407407407408,2.5981481481481477,5.533333333333333,84.46153846153847,0.7462962962962961,0.0,0,6
3,2016-01-04,8.70712,444.85185185185185,6.605555555555559,4.287037037037036,-2.2592592592592586,2.5981481481481477,55.1025641025641,2.018518518518518,0.0,0,0
4,2016-01-05,7.12401,444.85185185185185,1.67962962962963,3.811111111111112,-4.794444444444444,-2.0132075471698117,41.68421052631579,1.6074074074074076,0.0,0,1
5,2016-01-06,5.80474,444.85185185185185,2.6611111111111114,3.211111111111111,-5.468518518518518,-1.351851851851852,59.205128205128204,1.1925925925925922,0.0,0,2
6,2016-01-07,8.17941,444.85185185185185,1.8074074074074071,3.900000000000001,-6.340740740740741,-2.7962962962962963,54.41025641025641,1.5944444444444434,0.0,0,3
7,2016-01-08,6.86015,444.85185185185185,1.9166666666666659,4.0314814814814826,-7.744444444444444,-3.0111111111111106,55.38461538461539,1.351851851851852,0.0,0,4
8,2016-01-09,6.9920800000000005,444.85185185185185,2.674074074074073,4.018518518518518,-6.2722222222222195,-1.5925925925925921,61.05128205128205,1.3629629629629632,0.0,0,5
9,2016-01-10,7.25593,444.85185185185185,4.774074074074075,4.016666666666667,-3.109259259259259,0.590740740740741,46.58974358974359,1.625925925925925,0.0,0,6
10,2016-01-11,8.44327,444.85185185185185,1.198148148148148,3.533333333333333,-6.994444444444447,-3.512962962962963,43.38461538461539,1.5296296296296301,0.0,0,0
11,2016-01-12,7.91556,444.85185185185185,0.7925925925925926,3.790740740740741,-9.637037037037036,-4.829629629629629,51.15384615384615,1.4814814814814814,0.0,0,1
12,2016-01-13,9.23482,444.85185185185185,0.5314814814814812,4.31851851851852,-8.664814814814816,-4.085185185185185,65.51282051282051,1.5388888888888888,0.33148148148148143,1,2
13,2016-01-14,8.31134,444.85185185185185,0.9092592592592594,3.1944444444444455,-9.472222222222221,-3.6851851851851856,57.256410256410255,1.0611111111111113,0.040740740740740744,1,3
14,2016-01-15,8.57519,444.85185185185185,4.375925925925926,2.605555555555556,-5.1796296296296305,-1.0703703703703704,64.48717948717949,0.9555555555555552,0.0574074074074074,1,4
15,2016-01-16,11.74142,444.85185185185185,3.5518518518518514,2.822222222222223,-4.070370370370371,-0.6037037037037036,73.71794871794872,1.248148148148148,0.024074074074074074,1,5
16,2016-01-17,8.04749,444.85185185185185,5.53148148148148,2.8925925925925924,-2.225925925925925,1.2129629629629628,71.94871794871794,1.1037037037037036,0.0,0,6
17,2016-01-18,11.34564,445.49056603773585,1.1264150943396227,6.698113207547169,-11.300000000000002,-5.524528301886794,58.36842105263158,3.4339622641509444,0.04339622641509434,1,0
18,2016-01-19,9.6306,445.49056603773585,-7.749056603773587,6.4320754716981146,-14.135849056603771,-11.620754716981134,45.60526315789474,3.6150943396226407,0.0,0,1
19,2016-01-20,10.949860000000001,444.85185185185185,-5.381481481481482,2.9351851851851847,-14.805555555555555,-10.227777777777774,52.58974358974359,1.1833333333333333,0.0,0,2
20,2016-01-21,11.47757,444.85185185185185,-1.9277777777777776,3.342592592592593,-10.764814814814816,-6.942592592592592,52.15384615384615,1.1907407407407404,0.0,0,3
21,2016-01-22,12.00527,444.85185185185185,-2.7259259259259263,3.453703703703703,-11.96851851851852,-7.1166666666666645,45.666666666666664,1.45,0.0,0,4
22,2016-01-23,9.6306,444.85185185185185,-6.801851851851852,5.874074074074074,-15.105555555555553,-10.372222222222222,39.76923076923077,3.0425925925925927,0.027777777777777776,1,5
23,2016-01-24,9.36675,444.85185185185185,-9.59074074074074,4.2666666666666675,-17.34629629629629,-13.485185185185186,47.46153846153846,2.203703703703703,0.0,0,6
24,2016-01-25,10.686010000000001,444.85185185185185,-3.362962962962964,3.537037037037037,-15.09074074074074,-9.207407407407409,52.56410256410256,1.2907407407407407,0.0,0,0
25,2016-01-26,11.08179,444.85185185185185,2.035185185185185,3.659259259259258,-8.975925925925932,-3.279629629629629,68.87179487179488,1.261111111111111,0.046296296296296294,1,1
26,2016-01-27,13.06068,444.85185185185185,4.072222222222221,3.6851851851851847,-5.95925925925926,-1.3870370370370375,61.8974358974359,1.2555555555555553,0.0,0,2
27,2016-01-28,10.02638,444.85185185185185,3.9,2.8462962962962965,-7.140740740740741,-0.7870370370370369,57.794871794871796,1.022222222222222,0.0,0,3
28,2016-01-29,9.6306,444.85185185185185,5.9370370370370384,3.383333333333334,-1.962962962962963,1.742592592592592,50.97435897435897,1.5055555555555555,0.0,0,4
29,2016-01-30,8.44327,444.85185185185185,5.837037037037036,3.5962962962962965,-3.9407407407407398,0.39259259259259266,64.48717948717949,1.3388888888888888,0.0,0,5
30,2016-01-31,12.6649,444.85185185185185,0.9092592592592594,4.06111111111111,-6.257407407407406,-3.1796296296296305,40.43589743589744,1.9055555555555554,0.0,0,6
31,2016-02-01,9.1029,444.85185185185185,-0.6944444444444448,4.007407407407407,-9.733333333333336,-5.659259259259261,40.15384615384615,1.738888888888889,0.0,0,0
32,2016-02-02,11.60949,444.85185185185185,0.7351851851851854,3.424074074074073,-11.129629629629633,-5.401851851851851,46.76923076923077,1.2685185185185188,0.0,0,1
33,2016-02-03,10.949860000000001,444.85185185185185,4.064814814814816,3.5277777777777772,-9.887037037037036,-3.0685185185185193,56.97435897435897,1.1296296296296295,0.0,0,2
34,2016-02-04,9.76253,442.8490566037736,4.998113207547171,4.416981132075471,-5.277358490566036,-0.5716981132075472,53.10526315789474,1.6490566037735848,0.0,0,3
35,2016-02-05,8.83905,444.85185185185185,3.5740740740740735,4.120370370370371,-7.977777777777778,-2.238888888888889,44.84615384615385,1.488888888888889,0.0,0,4
36,2016-02-06,9.36675,444.85185185185185,2.1648148148148154,4.057407407407406,-7.431481481481484,-3.0333333333333337,44.58974358974359,1.7240740740740739,0.005555555555555556,1,5
37,2016-02-07,5.9366699999999994,444.85185185185185,3.1111111111111116,3.54074074074074,-9.877777777777778,-3.3981481481481484,52.1025641025641,1.1981481481481482,0.0,0,6
38,2016-02-08,7.91556,444.85185185185185,6.542592592592593,6.133333333333333,-5.496296296296298,1.3444444444444452,63.256410256410255,2.338888888888889,0.04814814814814814,1,0
39,2016-02-09,9.49868,444.85185185185185,6.3962962962962955,5.337037037037038,-3.6277777777777773,0.8611111111111108,52.256410256410255,2.2314814814814814,0.0,0,1
40,2016-02-10,11.47757,444.85185185185185,10.066666666666665,2.6351851851851853,-5.7259259259259245,1.5370370370370379,48.56410256410256,0.9166666666666665,0.0,0,2
41,2016-02-11,16.09498,444.85185185185185,14.214814814814817,3.818518518518519,-1.3351851851851853,7.357407407407412,39.41025641025641,1.6722222222222225,0.3685185185185186,1,3
42,2016-02-12,14.37994,444.85185185185185,10.166666666666664,3.7796296296296306,6.516666666666667,8.516666666666667,91.33333333333333,1.4537037037037042,16.43148148148148,2,4
43,2016-02-13,14.11609,444.85185185185185,15.500000000000007,5.633333333333333,5.7370370370370365,10.907407407407407,92.07692307692308,1.7092592592592593,19.98148148148148,2,5
44,2016-02-14,10.02638,443.0566037735849,6.132075471698113,5.660377358490565,-5.666037735849056,-1.6679245283018866,72.15789473684211,3.216981132075471,0.7018867924528303,1,6
45,2016-02-15,9.36675,444.85185185185185,-1.4388888888888889,5.018518518518518,-8.97777777777778,-5.044444444444446,50.53846153846154,2.4833333333333343,0.011111111111111112,1,0
46,2016-02-16,8.83905,444.85185185185185,2.372222222222222,5.46111111111111,-7.092592592592593,-2.253703703703704,70.43589743589743,1.994444444444444,0.6111111111111112,1,1
47,2016-02-17,9.89445,444.85185185185185,5.553703703703703,4.492592592592593,-5.8425925925925934,-0.037037037037036966,60.82051282051282,1.5907407407407403,0.0,0,2
48,2016-02-18,12.1372,444.85185185185185,8.324074074074073,5.787037037037036,-1.9222222222222225,3.838888888888889,68.51282051282051,2.5277777777777772,0.020370370370370372,1,3
49,2016-02-19,10.81794,444.85185185185185,5.23888888888889,3.3999999999999995,-0.6148148148148147,2.3648148148148143,65.66666666666667,1.0833333333333335,0.0,0,4
50,2016-02-20,13.19261,444.85185185185185,7.1685185185185185,5.442592592592591,-2.5148148148148146,1.6814814814814818,44.84615384615385,2.1129629629629627,0.0,0,5
51,2016-02-21,11.60949,444.85185185185185,4.4981481481481485,4.86111111111111,-4.387037037037037,-0.21666666666666665,41.61538461538461,1.9129629629629632,0.0,0,6
52,2016-02-22,12.1372,444.85185185185185,4.67037037037037,2.955555555555557,-2.362962962962963,1.3740740740740738,43.58974358974359,1.0333333333333334,0.005555555555555557,1,0
53,2016-02-23,11.21372,444.85185185185185,5.707407407407407,5.627777777777777,-3.5074074074074084,1.0425925925925927,56.43589743589744,2.2703703703703706,0.08333333333333333,1,1
54,2016-02-24,13.984160000000001,444.85185185185185,2.125925925925926,4.383333333333333,-6.920370370370371,-2.518518518518518,45.35897435897436,1.933333333333333,0.0,0,2
55,2016-02-25,16.49076,444.85185185185185,5.6685185185185185,5.951851851851853,-6.449999999999999,0.1203703703703705,55.64102564102564,2.0537037037037043,0.018518518518518517,1,3
56,2016-02-26,13.85224,444.85185185185185,7.333333333333331,4.074074074074075,-3.1981481481481477,2.283333333333333,46.38461538461539,1.5351851851851845,0.2037037037037037,1,4
57,2016-02-27,13.720310000000001,444.85185185185185,7.833333333333333,3.599999999999999,-0.26296296296296306,2.975925925925925,66.43589743589743,1.2833333333333332,1.1907407407407409,1,5
58,2016-02-28,10.949860000000001,444.85185185185185,6.070370370370373,4.901851851851851,-2.8037037037037043,0.6370370370370366,72.97435897435898,1.4037037037037037,3.0944444444444446,1,6
59,2016-02-29,9.76253,444.85185185185185,-0.2962962962962963,5.425925925925926,-5.3277777777777775,-2.9888888888888894,49.35897435897436,2.8925925925925915,0.0,0,0
